appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
1565940,Maya Treasures,Stas Paty9mkin,Piece Of Voxel,,9,9,0,"0 .. 20,000",0,0,0,0,3.19,9.99,68,0
1570290,Hyper Dungeon Crawler,Tony Wang,Tony Wang,,7,3,0,"0 .. 20,000",0,0,0,0,6.99,6.99,0,0
1482490,SEIKEN-MANIFESTIA,hikarumiwa.,hikarumiwa.,,107,7,0,"0 .. 20,000",0,0,0,0,39.99,39.99,0,6
1707890,Bacteria Wars,Patrick McGuinness,Patrick McGuinness,,0,2,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
1703330,Hate Free Heroes Tactics: Strategy Building MMO,Hate Free Heroes,Hate Free Heroes,,0,3,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
1693000,Within the Range,Aries,Aries,,140,77,0,"0 .. 20,000",0,0,0,0,11.99,11.99,0,0
1717300,Prank!,Seaborgium Entertainment,Seaborgium Entertainment,,28,19,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
1591850,Wednesday Basketball,"Jérôme Bodin, Cédric Ledoux, Joseph Herbelin",Le Studio des Ténèbres,,4,0,0,"0 .. 20,000",0,0,0,0,8.99,8.99,0,0
1633000,Starsation,FactKys Studios,Piece Of Voxel,,7,10,0,"0 .. 20,000",0,0,0,0,3.19,9.99,68,0
1695970,CUBE-e,Crooked Road,Piece Of Voxel,,1,4,0,"0 .. 20,000",0,0,0,0,3.19,9.99,68,0
1767730,Crusade of Deitra,Rpics Studio,Rpics Studio,,6,1,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
1705620,EbonSide,The Diamondstorm,The Diamondstorm,,2,0,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,0
1575580,The Royal Game of Ur 3D,coder2k,coder2k,,17,0,0,"0 .. 20,000",0,0,0,0,7.99,7.99,0,0
1802820,Escape Covid Camp,RedZyrro,RedZyrro,,1,2,0,"0 .. 20,000",0,0,0,0,2.99,2.99,0,0
1803600,Gone Rogue,AskaLot Games,AskaLot Games,,172,21,0,"0 .. 20,000",0,0,0,0,14.99,14.99,0,4
1811600,Vestaria Saga II: The Sacred Sword of Silvanister,Vestaria Project,"DANGEN Entertainment, Gamera Games",,177,12,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,3
1788780,VenusBlood HOLLOW International,"Ninetail, Dualtail","JAST USA, Kagura Games (Chinese Version)",,237,9,0,"0 .. 20,000",0,0,0,0,44.99,44.99,0,11
1457640,幻想三国志3,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,61,67,0,"0 .. 20,000",0,0,0,0,3.99,3.99,0,6
1888130,ALAN-13 Reformation,Viktor Kovács,smithandcherryapps,,23,4,0,"0 .. 20,000",0,0,0,0,7.19,15.99,55,1
1912710,Hidden Post-Apocalyptic Top-Down 3D,Top-Down Games,Hede,,13,10,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
1887280,Get Off My Space!,Yasho Salamander,Yasho Salamander,,0,1,0,"0 .. 20,000",0,0,0,0,2.99,2.99,0,0
776150,M1 Tank Platoon,"MPS Labs, Digital Theory Ltd.",Interplay Entertainment Corp.,,4,2,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,1
2092700,江湖群雄传,黑白牛游戏,黑白牛游戏,,3,8,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
2081770,Northern Kingdoms,North Gold Studios,North Gold Studios,,5,2,0,"0 .. 20,000",0,0,0,0,3.99,3.99,0,0
2278380,Haunting of the Evil Spirit - Horror Choose your own adventure Story,Amin Adukov,Amin Adukov,,1,0,0,"0 .. 20,000",0,0,0,0,5.99,5.99,0,0
1964200,Phantom Rose 2 Sapphire,makaroll,PLAYISM,,187,5,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,21
2352600,Weak Soul,2ev1l,2ev1l,,15,0,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
2417160,Just Skill Shooter,Gamesforgames,Gamesforgames,,20,8,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
2453520,Idle: Generators,PELMENI GAMES,PELMENI GAMES,,2,5,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
2475420,Parking Tycoon: Business Simulator,Geekon,Midnight Games,,273,72,0,"0 .. 20,000",0,0,0,0,12.99,12.99,0,53
2534620,Side by Size,Zac E,Zac E,,12,0,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
2590160,The World's Hardest Game 3D Nostalgia 2,Batuhan Ertan,Batuhan Ertan,,0,2,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
2618090,Mistward,Sokpop Collective,Sokpop Collective,,32,8,0,"0 .. 20,000",0,0,0,0,11.99,11.99,0,12
12420,Perimeter 2: New Earth,KDV Games,Strategy First,,15,55,0,"0 .. 20,000",0,0,0,0,5.99,5.99,0,0
292760,Rise of Prussia Gold,Ageod,Slitherine Ltd.,,29,13,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,0
352190,Spirit of War,G-OLD,Plug In Digital,,45,31,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
260080,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,"Jackbox Games, Inc.","Jackbox Games, Inc.",,33,48,0,"0 .. 20,000",0,0,0,0,1.99,1.99,0,0
353630,Oil Enterprise,Crafty Studios,astragon Entertainment,,88,90,0,"0 .. 20,000",0,0,0,0,24.99,24.99,0,5
365800,AdvertCity,"VoxelStorm, Armchair Software","VoxelStorm, Armchair Software",,47,39,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
355810,Centauri Sector,GNeguceanu,GNeguceanu,,27,18,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
378510,"Witches, Heroes and Magic",Michael Swan,AweSwan,,6,20,0,"0 .. 20,000",0,0,0,0,7.99,7.99,0,0
386320,Naninights,Maxim Moore,Aldorlea Games,,20,52,0,"0 .. 20,000",0,0,0,0,0.0,0.0,0,0
385060,The Last Warlock,Sonic Sloth,Sonic Sloth,,53,7,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,1
400580,Black Closet,Hanako Games,Hanako Games,,233,19,0,"0 .. 20,000",0,0,0,0,19.99,19.99,0,1
416320,Rescue Team 5,Rionix,Alawar Entertainment,,99,20,0,"0 .. 20,000",0,0,0,0,1.99,3.99,50,1
421880,Plastiland,"FreshGem, Zillion Whales",Zillion Whales,,64,30,0,"0 .. 20,000",0,0,0,0,7.99,7.99,0,0
435040,Incredible Dracula: Chasing Love Collector's Edition,New Bridge Games,Alawar Entertainment,,65,22,0,"0 .. 20,000",0,0,0,0,4.99,9.99,50,1
449770,Legend of Moros,Cannibal Interactive,Cannibal Interactive,,5,0,0,"0 .. 20,000",0,0,0,0,4.99,4.99,0,0
347170,Combat Air Patrol 2: Military Flight Simulator,Sim155 Limited,Sim155 Limited,,151,164,0,"0 .. 20,000",0,0,0,0,22.49,29.99,25,1
427910,Zavix Tower,Batholith Entertainment,Indie Voyage,,249,90,0,"0 .. 20,000",0,0,0,0,9.99,9.99,0,0
452930,Insane,VIS-Games,United Independent Entertainment,,7,10,0,"0 .. 20,000",0,0,0,0,3.99,3.99,0,0
